user_id,username,customer_age,income,employment_status,housing_status,credit_risk_score,bank_months_count,has_other_cards,email_is_free,email,first_name,last_name,full_name
489,yasemin0489,60,0.4,CC,BA,258,15,1,0,yasemin.cetin@sandbox.opba.com,Yasemin,Çetin,Yasemin Çetin
490,eda0490,20,0.8,CA,BE,31,21,0,1,eda.tas@sandbox.opba.com,Eda,Taş,Eda Taş
491,emre0491,30,0.3,CA,BC,113,-1,1,0,emre.kaplan@sandbox.opba.com,Emre,Kaplan,Emre Kaplan
492,ayse0492,40,0.4,CE,BA,165,10,0,0,ayse.bozkurt@sandbox.opba.com,Ayşe,Bozkurt,Ayşe Bozkurt
493,deniz0493,60,0.2,CC,BB,177,1,0,0,deniz.yildirim@sandbox.opba.com,Deniz,Yıldırım,Deniz Yıldırım
494,elif0494,50,0.4,CF,BC,178,10,0,1,elif.yildiz@sandbox.opba.com,Elif,Yıldız,Elif Yıldız
495,hakan0495,30,0.9,CA,BC,127,-1,0,0,hakan.ozkan@sandbox.opba.com,Hakan,Özkan,Hakan Özkan
496,umut0496,30,0.1,CA,BA,260,1,1,1,umut.bozkurt@sandbox.opba.com,Umut,Bozkurt,Umut Bozkurt
497,tugce0497,30,0.1,CA,BC,166,-1,1,0,tugce.eren@sandbox.opba.com,Tuğçe,Eren,Tuğçe Eren
498,deniz0498,50,0.5,CA,BC,149,21,0,0,deniz.bulut@sandbox.opba.com,Deniz,Bulut,Deniz Bulut
499,tolga0499,20,0.9,CA,BC,132,1,0,0,tolga.dogan@sandbox.opba.com,Tolga,Doğan,Tolga Doğan
500,rabia0500,40,0.1,CD,BB,40,16,0,0,rabia.tas@sandbox.opba.com,Rabia,Taş,Rabia Taş
501,pinar0501,40,0.7000000000000001,CA,BE,76,21,0,0,pinar.aydin@sandbox.opba.com,Pınar,Aydın,Pınar Aydın
502,ayse0502,70,0.1,CC,BB,199,20,0,0,ayse.yildiz@sandbox.opba.com,Ayşe,Yıldız,Ayşe Yıldız
503,umut0503,20,0.3,CA,BE,72,-1,0,0,umut.eren@sandbox.opba.com,Umut,Eren,Umut Eren
504,yasemin0504,50,0.8,CA,BA,163,10,1,1,yasemin.kaplan@sandbox.opba.com,Yasemin,Kaplan,Yasemin Kaplan
505,mert0505,40,0.9,CA,BA,294,15,0,1,mert.ozdemir@sandbox.opba.com,Mert,Özdemir,Mert Özdemir
506,yigit0506,40,0.1,CA,BB,194,1,0,0,yigit.aksoy@sandbox.opba.com,Yiğit,Aksoy,Yiğit Aksoy
507,ahmet0507,30,0.7000000000000001,CA,BC,230,26,1,1,ahmet.kara@sandbox.opba.com,Ahmet,Kara,Ahmet Kara
508,yigit0508,50,0.9,CA,BC,256,15,0,1,yigit.cetin@sandbox.opba.com,Yiğit,Çetin,Yiğit Çetin
509,can0509,30,0.9,CA,BC,186,5,0,1,can.yildirim@sandbox.opba.com,Can,Yıldırım,Can Yıldırım
510,kerem0510,30,0.4,CA,BA,239,28,1,1,kerem.ozdemir@sandbox.opba.com,Kerem,Özdemir,Kerem Özdemir
511,yigit0511,40,0.1,CA,BB,197,19,0,1,yigit.aksoy@sandbox.opba.com,Yiğit,Aksoy,Yiğit Aksoy
512,fatma0512,40,0.7000000000000001,CB,BC,78,-1,0,0,fatma.sahin@sandbox.opba.com,Fatma,Şahin,Fatma Şahin
513,nisa0513,50,0.7000000000000001,CF,BB,126,-1,0,1,nisa.arslan@sandbox.opba.com,Nisa,Arslan,Nisa Arslan
514,eda0514,20,0.9,CA,BC,186,1,0,1,eda.koc@sandbox.opba.com,Eda,Koç,Eda Koç
515,ayse0515,40,0.7000000000000001,CA,BB,138,-1,0,0,ayse.celik@sandbox.opba.com,Ayşe,Çelik,Ayşe Çelik
516,omer0516,20,0.3,CA,BC,100,19,0,1,omer.ozdemir@sandbox.opba.com,Ömer,Özdemir,Ömer Özdemir
517,onur0517,30,0.8,CA,BB,106,20,0,1,onur.koc@sandbox.opba.com,Onur,Koç,Onur Koç
518,eda0518,30,0.6000000000000001,CA,BA,130,30,0,1,eda.kaya@sandbox.opba.com,Eda,Kaya,Eda Kaya
519,emre0519,20,0.6000000000000001,CA,BE,94,-1,0,0,emre.koc@sandbox.opba.com,Emre,Koç,Emre Koç
520,sena0520,30,0.7000000000000001,CA,BE,162,30,0,1,sena.yilmaz@sandbox.opba.com,Sena,Yılmaz,Sena Yılmaz
521,sila0521,50,0.1,CA,BC,169,-1,1,1,sila.kara@sandbox.opba.com,Sıla,Kara,Sıla Kara
522,zeynep0522,30,0.5,CA,BC,139,22,1,1,zeynep.simsek@sandbox.opba.com,Zeynep,Şimşek,Zeynep Şimşek
523,zeynep0523,30,0.3,CA,BB,151,5,0,0,zeynep.kurt@sandbox.opba.com,Zeynep,Kurt,Zeynep Kurt
524,pinar0524,40,0.8,CB,BE,-35,25,0,0,pinar.celik@sandbox.opba.com,Pınar,Çelik,Pınar Çelik
525,onur0525,30,0.8,CA,BD,125,-1,0,0,onur.kilic@sandbox.opba.com,Onur,Kılıç,Onur Kılıç
526,yaren0526,50,0.9,CA,BC,143,1,1,0,yaren.kilic@sandbox.opba.com,Yaren,Kılıç,Yaren Kılıç
527,mehmet0527,40,0.9,CA,BA,177,-1,1,1,mehmet.sahin@sandbox.opba.com,Mehmet,Şahin,Mehmet Şahin
528,burak0528,30,0.1,CA,BB,181,-1,1,1,burak.yildiz@sandbox.opba.com,Burak,Yıldız,Burak Yıldız
529,burak0529,20,0.8,CA,BC,81,11,0,1,burak.bulut@sandbox.opba.com,Burak,Bulut,Burak Bulut
530,fatma0530,20,0.6000000000000001,CA,BC,101,-1,0,1,fatma.kaplan@sandbox.opba.com,Fatma,Kaplan,Fatma Kaplan
531,ayse0531,30,0.9,CA,BA,155,2,1,1,ayse.koc@sandbox.opba.com,Ayşe,Koç,Ayşe Koç
532,burak0532,40,0.9,CA,BC,65,31,0,1,burak.yilmaz@sandbox.opba.com,Burak,Yılmaz,Burak Yılmaz
533,zeynep0533,40,0.9,CA,BC,66,1,1,1,zeynep.yildiz@sandbox.opba.com,Zeynep,Yıldız,Zeynep Yıldız
534,deniz0534,30,0.1,CA,BB,79,-1,0,1,deniz.aslan@sandbox.opba.com,Deniz,Aslan,Deniz Aslan
535,naz0535,20,0.5,CA,BC,206,30,0,1,naz.kaya@sandbox.opba.com,Naz,Kaya,Naz Kaya
536,murat0536,50,0.9,CD,BC,76,4,0,0,murat.cetin@sandbox.opba.com,Murat,Çetin,Murat Çetin
537,emre0537,30,0.9,CA,BC,144,25,1,0,emre.yilmaz@sandbox.opba.com,Emre,Yılmaz,Emre Yılmaz
538,tugce0538,50,0.9,CA,BC,239,15,0,1,tugce.bozkurt@sandbox.opba.com,Tuğçe,Bozkurt,Tuğçe Bozkurt
539,umut0539,30,0.1,CA,BC,213,25,0,0,umut.ozcan@sandbox.opba.com,Umut,Özcan,Umut Özcan
540,kubra0540,40,0.1,CA,BA,76,26,0,0,kubra.ozdemir@sandbox.opba.com,Kübra,Özdemir,Kübra Özdemir
541,kerem0541,30,0.3,CE,BD,114,5,0,1,kerem.yildirim@sandbox.opba.com,Kerem,Yıldırım,Kerem Yıldırım
542,yasemin0542,60,0.9,CC,BB,168,1,0,1,yasemin.ozdemir@sandbox.opba.com,Yasemin,Özdemir,Yasemin Özdemir
543,yigit0543,30,0.9,CA,BA,211,21,0,0,yigit.yildiz@sandbox.opba.com,Yiğit,Yıldız,Yiğit Yıldız
544,pinar0544,30,0.6000000000000001,CA,BA,223,-1,0,0,pinar.ozkan@sandbox.opba.com,Pınar,Özkan,Pınar Özkan
545,pinar0545,40,0.8,CA,BA,199,20,0,1,pinar.kaplan@sandbox.opba.com,Pınar,Kaplan,Pınar Kaplan
546,elif0546,50,0.3,CA,BC,128,25,1,1,elif.dogan@sandbox.opba.com,Elif,Doğan,Elif Doğan
547,i̇rem0547,20,0.1,CA,BE,165,11,0,0,irem.bozkurt@sandbox.opba.com,İrem,Bozkurt,İrem Bozkurt
548,umut0548,50,0.6000000000000001,CA,BB,101,21,0,0,umut.bulut@sandbox.opba.com,Umut,Bulut,Umut Bulut
549,hakan0549,20,0.8,CA,BE,190,-1,0,1,hakan.ozdemir@sandbox.opba.com,Hakan,Özdemir,Hakan Özdemir
550,naz0550,20,0.1,CE,BE,110,28,0,0,naz.polat@sandbox.opba.com,Naz,Polat,Naz Polat
551,ahmet0551,40,0.5,CA,BB,118,25,1,0,ahmet.arslan@sandbox.opba.com,Ahmet,Arslan,Ahmet Arslan
552,ayse0552,40,0.8,CA,BB,112,12,0,1,ayse.simsek@sandbox.opba.com,Ayşe,Şimşek,Ayşe Şimşek
553,i̇lker0553,30,0.1,CF,BB,110,25,0,0,ilker.dogan@sandbox.opba.com,İlker,Doğan,İlker Doğan
554,cenk0554,20,0.8,CA,BC,142,-1,0,0,cenk.gunes@sandbox.opba.com,Cenk,Güneş,Cenk Güneş
555,hilal0555,40,0.9,CA,BC,110,11,1,1,hilal.ozkan@sandbox.opba.com,Hilal,Özkan,Hilal Özkan
556,leyla0556,20,0.1,CA,BC,122,28,1,1,leyla.kara@sandbox.opba.com,Leyla,Kara,Leyla Kara
557,ayse0557,40,0.8,CB,BE,158,11,0,0,ayse.aydin@sandbox.opba.com,Ayşe,Aydın,Ayşe Aydın
558,ahmet0558,30,0.4,CB,BE,42,6,0,0,ahmet.eren@sandbox.opba.com,Ahmet,Eren,Ahmet Eren
559,yigit0559,50,0.4,CC,BA,193,4,1,0,yigit.celik@sandbox.opba.com,Yiğit,Çelik,Yiğit Çelik
560,omer0560,20,0.3,CF,BB,41,1,0,0,omer.arslan@sandbox.opba.com,Ömer,Arslan,Ömer Arslan
561,naz0561,20,0.8,CB,BC,116,1,0,1,naz.ozdemir@sandbox.opba.com,Naz,Özdemir,Naz Özdemir
562,cenk0562,50,0.3,CA,BB,153,1,0,1,cenk.kurt@sandbox.opba.com,Cenk,Kurt,Cenk Kurt
563,ahmet0563,30,0.2,CA,BC,216,26,0,1,ahmet.kilic@sandbox.opba.com,Ahmet,Kılıç,Ahmet Kılıç
564,gokhan0564,10,0.7000000000000001,CA,BE,113,1,0,1,gokhan.demir@sandbox.opba.com,Gökhan,Demir,Gökhan Demir
565,omer0565,20,0.8,CA,BB,256,1,0,0,omer.kaplan@sandbox.opba.com,Ömer,Kaplan,Ömer Kaplan
566,naz0566,30,0.1,CB,BC,32,21,0,0,naz.arslan@sandbox.opba.com,Naz,Arslan,Naz Arslan
567,rabia0567,30,0.5,CA,BC,281,-1,1,1,rabia.aslan@sandbox.opba.com,Rabia,Aslan,Rabia Aslan
568,yasemin0568,50,0.8,CA,BC,169,-1,0,0,yasemin.demir@sandbox.opba.com,Yasemin,Demir,Yasemin Demir
569,tolga0569,50,0.8,CA,BC,167,1,0,0,tolga.tas@sandbox.opba.com,Tolga,Taş,Tolga Taş
570,onur0570,30,0.8,CA,BC,114,25,0,1,onur.kaplan@sandbox.opba.com,Onur,Kaplan,Onur Kaplan
571,gokhan0571,10,0.7000000000000001,CA,BB,135,-1,0,0,gokhan.ozturk@sandbox.opba.com,Gökhan,Öztürk,Gökhan Öztürk
572,nisa0572,40,0.9,CA,BB,123,-1,1,0,nisa.arslan@sandbox.opba.com,Nisa,Arslan,Nisa Arslan
573,elif0573,30,0.5,CA,BE,95,-1,0,0,elif.yilmaz@sandbox.opba.com,Elif,Yılmaz,Elif Yılmaz
574,tugce0574,30,0.3,CB,BB,124,1,0,1,tugce.arslan@sandbox.opba.com,Tuğçe,Arslan,Tuğçe Arslan
575,ayse0575,30,0.9,CA,BC,97,31,0,0,ayse.demir@sandbox.opba.com,Ayşe,Demir,Ayşe Demir
576,kadir0576,60,0.8,CC,BB,170,1,1,1,kadir.kaplan@sandbox.opba.com,Kadir,Kaplan,Kadir Kaplan
577,sila0577,30,0.8,CB,BA,56,25,1,0,sila.bulut@sandbox.opba.com,Sıla,Bulut,Sıla Bulut
578,nisa0578,20,0.6000000000000001,CA,BE,42,-1,0,1,nisa.yilmaz@sandbox.opba.com,Nisa,Yılmaz,Nisa Yılmaz
579,yaren0579,30,0.9,CA,BC,240,26,1,1,yaren.koc@sandbox.opba.com,Yaren,Koç,Yaren Koç
580,selin0580,30,0.9,CA,BC,-23,-1,0,0,selin.kaya@sandbox.opba.com,Selin,Kaya,Selin Kaya
581,zeynep0581,30,0.4,CA,BB,103,10,0,0,zeynep.ozturk@sandbox.opba.com,Zeynep,Öztürk,Zeynep Öztürk
582,oguz0582,40,0.7000000000000001,CF,BC,-79,25,0,1,oguz.simsek@sandbox.opba.com,Oğuz,Şimşek,Oğuz Şimşek
583,hakan0583,30,0.6000000000000001,CA,BE,56,-1,0,0,hakan.demir@sandbox.opba.com,Hakan,Demir,Hakan Demir
584,tugce0584,20,0.7000000000000001,CA,BC,125,1,0,0,tugce.yildiz@sandbox.opba.com,Tuğçe,Yıldız,Tuğçe Yıldız
585,pinar0585,10,0.5,CA,BE,108,-1,0,1,pinar.yildirim@sandbox.opba.com,Pınar,Yıldırım,Pınar Yıldırım
586,onur0586,40,0.8,CA,BB,138,6,0,1,onur.gunes@sandbox.opba.com,Onur,Güneş,Onur Güneş
587,sila0587,20,0.8,CA,BB,93,28,0,0,sila.koc@sandbox.opba.com,Sıla,Koç,Sıla Koç
588,yigit0588,30,0.9,CA,BC,182,1,0,0,yigit.demir@sandbox.opba.com,Yiğit,Demir,Yiğit Demir
589,naz0589,60,0.8,CC,BB,255,28,1,0,naz.yilmaz@sandbox.opba.com,Naz,Yılmaz,Naz Yılmaz
590,burak0590,20,0.7000000000000001,CA,BD,165,1,1,1,burak.polat@sandbox.opba.com,Burak,Polat,Burak Polat
591,umut0591,50,0.5,CA,BC,222,-1,1,0,umut.cetin@sandbox.opba.com,Umut,Çetin,Umut Çetin
592,fatma0592,40,0.7000000000000001,CF,BB,-60,10,1,0,fatma.ozturk@sandbox.opba.com,Fatma,Öztürk,Fatma Öztürk
593,ahmet0593,40,0.8,CB,BD,85,31,0,1,ahmet.arslan@sandbox.opba.com,Ahmet,Arslan,Ahmet Arslan
594,murat0594,30,0.8,CA,BC,138,-1,0,0,murat.dogan@sandbox.opba.com,Murat,Doğan,Murat Doğan
595,fatma0595,40,0.7000000000000001,CA,BE,121,27,1,0,fatma.eren@sandbox.opba.com,Fatma,Eren,Fatma Eren
596,dilan0596,20,0.5,CA,BE,65,-1,0,0,dilan.yildirim@sandbox.opba.com,Dilan,Yıldırım,Dilan Yıldırım
597,onur0597,40,0.7000000000000001,CA,BB,42,-1,0,0,onur.kilic@sandbox.opba.com,Onur,Kılıç,Onur Kılıç
598,mehmet0598,50,0.1,CF,BB,176,25,1,1,mehmet.dogan@sandbox.opba.com,Mehmet,Doğan,Mehmet Doğan
599,yasemin0599,30,0.7000000000000001,CB,BC,43,25,0,1,yasemin.demir@sandbox.opba.com,Yasemin,Demir,Yasemin Demir
600,selin0600,20,0.7000000000000001,CA,BC,39,28,0,1,selin.cetin@sandbox.opba.com,Selin,Çetin,Selin Çetin
601,i̇rem0601,10,0.1,CA,BC,27,15,0,0,irem.koc@sandbox.opba.com,İrem,Koç,İrem Koç
602,melike0602,20,0.6000000000000001,CA,BE,81,1,0,0,melike.demir@sandbox.opba.com,Melike,Demir,Melike Demir
603,i̇rem0603,20,0.1,CA,BE,-15,30,0,1,irem.yildiz@sandbox.opba.com,İrem,Yıldız,İrem Yıldız
604,sila0604,20,0.8,CA,BC,55,19,0,1,sila.eren@sandbox.opba.com,Sıla,Eren,Sıla Eren
605,i̇rem0605,30,0.1,CA,BB,92,15,0,1,irem.tas@sandbox.opba.com,İrem,Taş,İrem Taş
606,yigit0606,20,0.2,CF,BC,42,-1,0,0,yigit.tas@sandbox.opba.com,Yiğit,Taş,Yiğit Taş
607,onur0607,30,0.9,CA,BB,77,1,0,0,onur.ozdemir@sandbox.opba.com,Onur,Özdemir,Onur Özdemir
608,can0608,30,0.9,CA,BC,63,1,0,1,can.koc@sandbox.opba.com,Can,Koç,Can Koç
609,naz0609,30,0.9,CA,BC,178,28,0,1,naz.polat@sandbox.opba.com,Naz,Polat,Naz Polat
610,leyla0610,40,0.9,CE,BB,86,1,1,1,leyla.kara@sandbox.opba.com,Leyla,Kara,Leyla Kara
611,esra0611,50,0.9,CA,BC,96,15,1,1,esra.sahin@sandbox.opba.com,Esra,Şahin,Esra Şahin
612,sena0612,40,0.7000000000000001,CD,BC,132,-1,0,0,sena.eren@sandbox.opba.com,Sena,Eren,Sena Eren
613,gokhan0613,20,0.1,CA,BB,79,-1,0,0,gokhan.kaplan@sandbox.opba.com,Gökhan,Kaplan,Gökhan Kaplan
614,can0614,30,0.2,CA,BB,42,-1,0,1,can.bozkurt@sandbox.opba.com,Can,Bozkurt,Can Bozkurt
615,ayse0615,30,0.4,CA,BB,82,-1,0,0,ayse.kara@sandbox.opba.com,Ayşe,Kara,Ayşe Kara
616,sila0616,50,0.1,CA,BB,242,20,0,0,sila.kurt@sandbox.opba.com,Sıla,Kurt,Sıla Kurt
617,murat0617,30,0.7000000000000001,CA,BB,132,1,0,0,murat.polat@sandbox.opba.com,Murat,Polat,Murat Polat
618,rabia0618,20,0.9,CA,BC,29,1,0,0,rabia.yildirim@sandbox.opba.com,Rabia,Yıldırım,Rabia Yıldırım
619,sena0619,60,0.9,CA,BC,74,-1,0,1,sena.aydin@sandbox.opba.com,Sena,Aydın,Sena Aydın
620,elif0620,30,0.6000000000000001,CA,BA,139,22,1,0,elif.yildirim@sandbox.opba.com,Elif,Yıldırım,Elif Yıldırım
621,pinar0621,50,0.7000000000000001,CA,BB,153,-1,1,1,pinar.yildiz@sandbox.opba.com,Pınar,Yıldız,Pınar Yıldız
622,selin0622,30,0.1,CB,BB,134,-1,0,1,selin.kurt@sandbox.opba.com,Selin,Kurt,Selin Kurt
623,hakan0623,30,0.3,CA,BB,64,5,0,0,hakan.cetin@sandbox.opba.com,Hakan,Çetin,Hakan Çetin
624,mert0624,20,0.6000000000000001,CA,BE,266,20,0,1,mert.kilic@sandbox.opba.com,Mert,Kılıç,Mert Kılıç
625,tugce0625,30,0.7000000000000001,CB,BA,93,30,0,0,tugce.aydin@sandbox.opba.com,Tuğçe,Aydın,Tuğçe Aydın
626,murat0626,30,0.8,CA,BB,50,-1,1,1,murat.yilmaz@sandbox.opba.com,Murat,Yılmaz,Murat Yılmaz
627,can0627,50,0.7000000000000001,CA,BC,18,31,0,1,can.yilmaz@sandbox.opba.com,Can,Yılmaz,Can Yılmaz
628,sila0628,50,0.9,CC,BA,96,20,1,0,sila.simsek@sandbox.opba.com,Sıla,Şimşek,Sıla Şimşek
629,kerem0629,20,0.1,CA,BB,37,11,0,0,kerem.polat@sandbox.opba.com,Kerem,Polat,Kerem Polat
630,kerem0630,50,0.5,CF,BB,138,1,0,1,kerem.ozcan@sandbox.opba.com,Kerem,Özcan,Kerem Özcan
631,burak0631,30,0.7000000000000001,CA,BB,44,28,0,1,burak.kaya@sandbox.opba.com,Burak,Kaya,Burak Kaya
632,elif0632,50,0.6000000000000001,CD,BB,119,15,1,1,elif.arslan@sandbox.opba.com,Elif,Arslan,Elif Arslan
633,naz0633,50,0.7000000000000001,CA,BB,148,19,0,1,naz.koc@sandbox.opba.com,Naz,Koç,Naz Koç
634,hakan0634,30,0.9,CA,BC,281,-1,0,1,hakan.aslan@sandbox.opba.com,Hakan,Aslan,Hakan Aslan
635,zeynep0635,30,0.1,CA,BB,80,2,0,0,zeynep.dogan@sandbox.opba.com,Zeynep,Doğan,Zeynep Doğan
636,sila0636,50,0.1,CF,BC,118,2,1,0,sila.kaplan@sandbox.opba.com,Sıla,Kaplan,Sıla Kaplan
637,hakan0637,30,0.9,CA,BC,282,25,1,1,hakan.kilic@sandbox.opba.com,Hakan,Kılıç,Hakan Kılıç
638,kerem0638,20,0.1,CA,BE,29,10,0,0,kerem.aksoy@sandbox.opba.com,Kerem,Aksoy,Kerem Aksoy
639,kadir0639,30,0.6000000000000001,CA,BE,57,28,0,1,kadir.kara@sandbox.opba.com,Kadir,Kara,Kadir Kara
640,gokhan0640,50,0.7000000000000001,CA,BC,125,-1,0,1,gokhan.aksoy@sandbox.opba.com,Gökhan,Aksoy,Gökhan Aksoy
641,selin0641,30,0.2,CD,BC,109,-1,0,0,selin.yildirim@sandbox.opba.com,Selin,Yıldırım,Selin Yıldırım
642,kubra0642,40,0.9,CA,BC,96,16,0,1,kubra.kaya@sandbox.opba.com,Kübra,Kaya,Kübra Kaya
643,leyla0643,40,0.8,CA,BC,121,15,0,0,leyla.kilic@sandbox.opba.com,Leyla,Kılıç,Leyla Kılıç
644,kadir0644,40,0.4,CA,BC,111,5,0,0,kadir.aksoy@sandbox.opba.com,Kadir,Aksoy,Kadir Aksoy
645,deniz0645,40,0.5,CA,BA,281,1,1,0,deniz.kurt@sandbox.opba.com,Deniz,Kurt,Deniz Kurt
646,kerem0646,40,0.7000000000000001,CB,BB,283,22,0,1,kerem.kara@sandbox.opba.com,Kerem,Kara,Kerem Kara
647,leyla0647,30,0.9,CB,BB,132,-1,0,1,leyla.bozkurt@sandbox.opba.com,Leyla,Bozkurt,Leyla Bozkurt
648,eda0648,30,0.3,CA,BB,80,28,1,1,eda.kara@sandbox.opba.com,Eda,Kara,Eda Kara
649,murat0649,20,0.9,CA,BC,146,2,0,1,murat.aksoy@sandbox.opba.com,Murat,Aksoy,Murat Aksoy
650,ayse0650,50,0.3,CB,BB,64,-1,0,0,ayse.demir@sandbox.opba.com,Ayşe,Demir,Ayşe Demir
651,kerem0651,30,0.8,CA,BC,60,1,0,0,kerem.tas@sandbox.opba.com,Kerem,Taş,Kerem Taş
652,leyla0652,50,0.2,CC,BC,89,1,1,1,leyla.yildiz@sandbox.opba.com,Leyla,Yıldız,Leyla Yıldız
653,deniz0653,30,0.1,CB,BB,58,26,0,0,deniz.kilic@sandbox.opba.com,Deniz,Kılıç,Deniz Kılıç
654,eda0654,30,0.6000000000000001,CF,BB,88,25,0,1,eda.aksoy@sandbox.opba.com,Eda,Aksoy,Eda Aksoy
655,hilal0655,30,0.8,CA,BC,233,1,0,0,hilal.dogan@sandbox.opba.com,Hilal,Doğan,Hilal Doğan
656,dilan0656,40,0.8,CA,BD,154,25,0,1,dilan.kaya@sandbox.opba.com,Dilan,Kaya,Dilan Kaya
657,burak0657,20,0.6000000000000001,CA,BE,112,18,0,0,burak.ozturk@sandbox.opba.com,Burak,Öztürk,Burak Öztürk
658,leyla0658,30,0.8,CA,BB,34,1,0,0,leyla.gunes@sandbox.opba.com,Leyla,Güneş,Leyla Güneş
659,oguz0659,20,0.7000000000000001,CA,BB,68,29,0,1,oguz.koc@sandbox.opba.com,Oğuz,Koç,Oğuz Koç
660,murat0660,40,0.9,CA,BC,106,1,1,1,murat.kilic@sandbox.opba.com,Murat,Kılıç,Murat Kılıç
661,i̇lker0661,30,0.7000000000000001,CF,BB,78,28,0,0,ilker.sari@sandbox.opba.com,İlker,Sarı,İlker Sarı
662,fatma0662,30,0.6000000000000001,CA,BD,8,-1,0,1,fatma.simsek@sandbox.opba.com,Fatma,Şimşek,Fatma Şimşek
663,deniz0663,50,0.8,CA,BC,178,-1,0,1,deniz.arslan@sandbox.opba.com,Deniz,Arslan,Deniz Arslan
664,can0664,30,0.1,CA,BB,124,-1,0,1,can.eren@sandbox.opba.com,Can,Eren,Can Eren
665,eda0665,50,0.9,CA,BC,81,1,0,1,eda.eren@sandbox.opba.com,Eda,Eren,Eda Eren
666,can0666,30,0.9,CA,BC,211,26,0,1,can.aydin@sandbox.opba.com,Can,Aydın,Can Aydın
667,melike0667,30,0.6000000000000001,CA,BC,79,28,0,1,melike.ozcan@sandbox.opba.com,Melike,Özcan,Melike Özcan
668,mert0668,40,0.8,CA,BB,109,-1,0,0,mert.aksoy@sandbox.opba.com,Mert,Aksoy,Mert Aksoy
669,murat0669,20,0.9,CA,BC,222,-1,0,1,murat.kurt@sandbox.opba.com,Murat,Kurt,Murat Kurt
670,kadir0670,60,0.9,CC,BC,92,10,1,1,kadir.koc@sandbox.opba.com,Kadir,Koç,Kadir Koç
671,hakan0671,50,0.8,CF,BB,123,6,0,0,hakan.ozkan@sandbox.opba.com,Hakan,Özkan,Hakan Özkan
672,kerem0672,40,0.6000000000000001,CA,BB,85,-1,0,0,kerem.ozdemir@sandbox.opba.com,Kerem,Özdemir,Kerem Özdemir
673,ayse0673,50,0.8,CA,BA,139,-1,0,0,ayse.ozkan@sandbox.opba.com,Ayşe,Özkan,Ayşe Özkan
674,sena0674,40,0.9,CB,BB,118,7,0,1,sena.aksoy@sandbox.opba.com,Sena,Aksoy,Sena Aksoy
675,cenk0675,60,0.4,CB,BB,236,1,1,0,cenk.gunes@sandbox.opba.com,Cenk,Güneş,Cenk Güneş
676,ayse0676,30,0.9,CA,BC,116,1,0,1,ayse.gunes@sandbox.opba.com,Ayşe,Güneş,Ayşe Güneş
677,eda0677,60,0.1,CC,BA,46,28,0,0,eda.arslan@sandbox.opba.com,Eda,Arslan,Eda Arslan
678,gokhan0678,30,0.3,CA,BC,88,1,0,0,gokhan.tas@sandbox.opba.com,Gökhan,Taş,Gökhan Taş
679,ayse0679,30,0.7000000000000001,CA,BE,210,1,0,0,ayse.kilic@sandbox.opba.com,Ayşe,Kılıç,Ayşe Kılıç
680,zeynep0680,50,0.8,CA,BC,67,25,1,0,zeynep.kurt@sandbox.opba.com,Zeynep,Kurt,Zeynep Kurt
681,tugce0681,20,0.8,CA,BA,248,26,0,0,tugce.yildirim@sandbox.opba.com,Tuğçe,Yıldırım,Tuğçe Yıldırım
682,cenk0682,70,0.6000000000000001,CC,BC,178,1,1,1,cenk.dogan@sandbox.opba.com,Cenk,Doğan,Cenk Doğan
683,nisa0683,20,0.1,CA,BE,131,1,0,0,nisa.tas@sandbox.opba.com,Nisa,Taş,Nisa Taş
684,sena0684,30,0.4,CB,BC,61,1,0,1,sena.eren@sandbox.opba.com,Sena,Eren,Sena Eren
685,esra0685,50,0.9,CA,BD,266,1,1,1,esra.simsek@sandbox.opba.com,Esra,Şimşek,Esra Şimşek
686,murat0686,10,0.3,CE,BE,282,1,0,1,murat.bozkurt@sandbox.opba.com,Murat,Bozkurt,Murat Bozkurt
687,onur0687,20,0.6000000000000001,CB,BC,73,1,0,1,onur.kurt@sandbox.opba.com,Onur,Kurt,Onur Kurt
688,burak0688,40,0.7000000000000001,CB,BB,214,1,1,0,burak.sahin@sandbox.opba.com,Burak,Şahin,Burak Şahin
689,kubra0689,40,0.7000000000000001,CB,BB,161,2,0,1,kubra.sari@sandbox.opba.com,Kübra,Sarı,Kübra Sarı
690,tolga0690,20,0.1,CB,BE,66,1,0,0,tolga.kilic@sandbox.opba.com,Tolga,Kılıç,Tolga Kılıç
691,kadir0691,40,0.1,CA,BB,76,15,0,0,kadir.gunes@sandbox.opba.com,Kadir,Güneş,Kadir Güneş
692,i̇lker0692,40,0.8,CA,BE,168,-1,0,0,ilker.sahin@sandbox.opba.com,İlker,Şahin,İlker Şahin
693,selin0693,20,0.8,CA,BE,154,5,0,1,selin.simsek@sandbox.opba.com,Selin,Şimşek,Selin Şimşek
694,hilal0694,20,0.6000000000000001,CA,BC,137,1,0,1,hilal.cetin@sandbox.opba.com,Hilal,Çetin,Hilal Çetin
695,dilan0695,30,0.8,CA,BC,177,28,1,1,dilan.demir@sandbox.opba.com,Dilan,Demir,Dilan Demir
696,elif0696,40,0.9,CA,BB,149,2,0,0,elif.aydin@sandbox.opba.com,Elif,Aydın,Elif Aydın
697,rabia0697,30,0.9,CA,BC,143,10,1,1,rabia.kara@sandbox.opba.com,Rabia,Kara,Rabia Kara
698,pinar0698,30,0.7000000000000001,CB,BD,188,-1,1,0,pinar.ozdemir@sandbox.opba.com,Pınar,Özdemir,Pınar Özdemir
